reviewId,content,score,at
f9520966-a4b4-4046-98b3-21dec246470c,full arnaque n’acheter surtout pas !! j’ai payer 21 euro gratuitement sans commande et apres je fais remboursé et il me dise que c’est trop tard ? que de l’arnaque et la je rêvais sur l’application il me demande de payer 48 euro encore gratuitement ? il me force a payer avant de re commander ARNAQUE!!!!!!,1,2025-10-01 21:30:11
b25e0693-fcb8-420a-a58c-6930da4a292a,très pratique,5,2025-10-01 21:07:26
dc3782e1-2d03-42de-83a1-29047cae029e,trop de gymnastique,2,2025-10-01 19:43:23
7baa7289-2271-4125-9510-675c4988d80f,"j'habite à moins de 8 km de chaque lieux de livraison et pourtant j'ai été sortie de la zone. vos livreurs sont feignants. Vous avez indiqué livré dans la zone Castres/Labruguiere, c'est manifestement un mensonge...",1,2025-10-01 19:30:56
29164043-fa74-41b2-8992-b2625354c77f,parfait,5,2025-10-01 19:28:55
d593b6d5-f9a1-489e-a5c3-926d9865370d,j'ai passé une commande malheureusement je me suis fait voler ma commande par le livreur et le pire Uber aucune réponse de leur part et ils ont prélevé l'argent 😞 déçu,1,2025-10-01 19:14:19
8e2498e8-69fc-4308-bf42-a2461327506d,"livraisons froides , des fois aucun livreur les commandes n’arrivent pas ... aucun service client , aucun remboursement une honte !!! a fuir",1,2025-10-01 17:54:45
8908cff9-a15c-4685-b485-c4e22cb79cf0,très déçu du service en ce moment vraiment très déçu,1,2025-10-01 17:34:18
f1fb08df-ad78-415c-9365-0b6a4eac4ee3,"Première commande sur Uber Eats, résultat : plus d’1h de retard alors que j’ai payé pour une livraison express. Uber Eat m’a indiqué 3 horaires différents pour au finalement arriver 70 minutes plus tard de ce qui était initialement prévu.",1,2025-10-01 15:13:36
0b1ba2a0-801c-4373-9c9b-4f704a5353ab,top,5,2025-10-01 14:04:15
450ab00b-7a98-4d2e-8377-ede2bbeb4c17,je comprends pas c est pour être livrer mais faut aller chercher donc où est l intérêt déçu,1,2025-10-01 13:17:31
cc3f250a-96c1-48b3-902f-330d925632ac,très bien,4,2025-10-01 11:54:13
fed972c5-e788-4aee-b5a4-0fad570dfa2c,"J'ai été inscrit sur uber one alors que je ne l'ai jamais fait, mise à part ça les livreurs ont été sympa.",2,2025-10-01 07:24:47
5c933a05-2ac8-435c-904e-4251b8ac99e4,"Very bad experience. The only time I ordered because I am sick the delivery guy was changed, he never answered the message and never delivered Will not use the service",1,2025-10-01 00:18:22
bb6418b0-b0f9-4a1e-b61b-34395babd9fa,Nice,5,2025-09-30 21:08:15
34777a6a-7934-4df6-8ea1-1319649f8ab3,"ce sont des gens arnaquers qui dirigent l'application, au moment du paiement ils te disent que tu ne peux pas bénéficier de la promotion de 20 dollars (celle que j'ai gagné quand j'invite quelqu'un) malgré que avant le paiement elle s'affiche bien qu'elle est applicable. cela ne reflète que les mauvaises intentions et avec cette façon ils t'obligent à passer la commande et te créditer 20 dollars de plus.",1,2025-09-30 20:30:42
e8ca7fc7-2a71-4b8d-a212-74a6b0a10907,"Simple, varié, efficace. parfois cher mais avec de bonnes promotions c'est top",5,2025-09-30 20:07:55
dcf91509-c08d-4a6b-ad24-da0747d397e8,une galère il faut vraiment avoir envie de manger sans se déplacer,1,2025-09-30 19:57:06
82d5bbbb-cb22-408a-907d-ab741f80450b,"Alors c'est sur c'est bien lorsque l'on souhaite se faire livrer, encore faut-il se faire livrer... Livraison de la moitié de la commande. Commande à 120€ : 10€ de remboursement, il en manque pas un peu la ?! Quel diminution de la qualité de service... C'est devenu du n'importe quoi...",1,2025-09-30 19:24:19
942a046e-0a04-4344-9e87-e0ac17df7d92,merci a vous,5,2025-09-30 18:54:21
a2474309-e79a-4f73-82da-02603d971626,dark pattern pour l'abonnement,1,2025-09-30 18:42:03
178816ae-a11a-4319-9474-1d09e7726c43,Livraison rapide.,4,2025-09-30 18:18:01
8b94ab5a-a02a-4523-bb6e-d1bce818d7cf,très bonne application pour passer des commandes,5,2025-09-30 14:15:37
7984ae5b-692d-484f-afb6-b4538e2dec26,"la pire plateforme, j'ai serte choisi des produits de remplacement en cas de rupture, mais pas pour recevoir des produits complètement différent, application désinstallé",1,2025-09-30 13:05:16
